"","day","active_tasks_adherence","at_spatialtask","at_tapcount","daily_survey_adherence","ds_emotion_arousal","ds_emotion_valence","ds_freetime","ds_loneliness","ds_new_exciting","ds_optimism","ds_stress"
"1",1,1,2.17275142211001,91,1,4,1,0,0,2,4,1
"2",2,0,NA,NA,1,2,0,4,3,1,2,1
"3",3,1,0.760833899164572,69,1,3,-4,6,3,1,2,2
"4",4,1,1.15119816162623,98,1,-3,2,5,3,0,0,3
"5",5,1,1.82532991839107,124,0,NA,NA,NA,NA,NA,NA,NA
"6",6,0,NA,NA,1,0,-2,6,1,1,2,1
"7",7,1,2.27892525943462,89,0,NA,NA,NA,NA,NA,NA,NA
"8",8,1,1.81625545886345,83,1,2,2,10,0,0,2,4
"9",9,0,NA,NA,1,2,4,6,3,0,1,0
"10",10,0,NA,NA,1,-4,-1,5,3,0,1,2
"11",11,0,NA,NA,1,-5,-2,9,0,0,0,2
"12",12,1,1.92986093594227,67,1,0,-2,0,2,1,4,0
"13",13,0,NA,NA,1,-2,0,0,3,0,4,2
"14",14,1,1.62315337904729,79,1,-1,-4,7,3,1,4,3
"15",15,0,NA,NA,1,0,-1,9,2,1,2,1
"16",16,1,2.06128487137612,95,0,NA,NA,NA,NA,NA,NA,NA
"17",17,0,NA,NA,1,2,3,7,2,2,2,2
"18",18,0,NA,NA,1,-1,-2,7,1,2,2,1
"19",19,0,NA,NA,1,-1,1,0,3,1,2,1
"20",20,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"21",21,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"22",22,1,2.98379944430198,94,1,1,2,1,2,4,2,0
"23",23,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"24",24,1,1.54672979628667,112,1,0,4,18,3,2,2,0
"25",25,1,0.977270717453211,84,1,-5,-3,9,4,3,2,0
"26",26,0,NA,NA,1,-2,0,24,0,1,1,2
"27",27,0,NA,NA,1,3,0,2,1,1,0,0
"28",28,1,2.03262074117083,102,0,NA,NA,NA,NA,NA,NA,NA
"29",29,1,2.9478989828378,91,1,1,2,0,2,0,3,3
"30",30,1,1.75480824974366,122,1,2,0,5,3,4,3,3
