"","day","active_tasks_adherence","at_spatialtask","at_tapcount","daily_survey_adherence","ds_emotion_arousal","ds_emotion_valence","ds_freetime","ds_loneliness","ds_new_exciting","ds_optimism","ds_stress"
"1",1,1,2.18448237432167,71,1,-5,-5,4,0,0,0,1
"2",2,1,1.49718460780568,68,1,2,4,2,3,1,1,3
"3",3,0,NA,NA,1,2,-2,11,1,2,1,0
"4",4,1,2.10651563967112,66,1,1,-1,12,1,0,1,3
"5",5,1,2.77109939414076,132,1,1,2,7,1,0,2,1
"6",6,1,1.79435574826784,97,0,NA,NA,NA,NA,NA,NA,NA
"7",7,1,2.72429968914948,73,0,NA,NA,NA,NA,NA,NA,NA
"8",8,0,NA,NA,1,4,4,3,3,3,2,0
"9",9,1,2.05425316283945,61,0,NA,NA,NA,NA,NA,NA,NA
"10",10,1,2.56646499917842,57,1,-2,1,0,2,2,2,4
"11",11,1,1.54887888876256,111,1,1,0,7,2,1,3,2
"12",12,1,1.61815577207599,119,1,-4,-2,2,3,3,0,1
"13",13,1,2.44149062747601,81,0,NA,NA,NA,NA,NA,NA,NA
"14",14,1,2.6582035231404,54,1,4,-1,15,4,4,4,3
"15",15,1,1.49217442208901,108,0,NA,NA,NA,NA,NA,NA,NA
"16",16,1,2.22077229951974,61,0,NA,NA,NA,NA,NA,NA,NA
"17",17,0,NA,NA,1,2,-5,0,0,1,3,0
"18",18,0,NA,NA,1,-1,-2,18,2,2,2,2
"19",19,1,1.77270802785642,58,1,-1,0,12,1,2,2,3
"20",20,1,2.6390889917966,77,0,NA,NA,NA,NA,NA,NA,NA
"21",21,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"22",22,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"23",23,1,1.52237552213483,48,0,NA,NA,NA,NA,NA,NA,NA
"24",24,1,1.79593308079056,100,1,-1,3,14,2,2,2,1
"25",25,1,0.882689651451074,80,0,NA,NA,NA,NA,NA,NA,NA
"26",26,1,2.52191398707218,79,1,3,4,4,3,0,1,1
"27",27,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"28",28,1,2.65374562386423,21,0,NA,NA,NA,NA,NA,NA,NA
"29",29,1,2.47857710968237,81,1,1,2,12,0,1,2,1
"30",30,0,NA,NA,1,-3,2,6,0,2,2,0
