"","day","active_tasks_adherence","at_spatialtask","at_tapcount","daily_survey_adherence","ds_emotion_arousal","ds_emotion_valence","ds_freetime","ds_loneliness","ds_new_exciting","ds_optimism","ds_stress"
"1",1,1,2.01620641495101,82,1,-5,-5,5,1,0,4,1
"2",2,1,2.3934921217151,66,1,1,0,4,3,0,4,1
"3",3,0,NA,NA,1,-4,1,8,2,0,3,2
"4",4,1,2.42754037249833,66,1,-2,-5,8,2,0,3,1
"5",5,1,2.22565631608013,109,1,1,1,6,4,3,2,1
"6",6,1,2.22577342232689,43,1,0,1,13,2,2,4,4
"7",7,1,3.35844212961383,83,1,4,-2,24,4,0,2,2
"8",8,1,1.70760226605926,79,1,3,0,3,3,4,1,0
"9",9,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"10",10,0,NA,NA,1,2,-5,18,2,0,2,1
"11",11,0,NA,NA,1,-3,4,4,0,0,2,2
"12",12,1,1.4392014761921,78,0,NA,NA,NA,NA,NA,NA,NA
"13",13,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"14",14,1,1.40957627631724,42,1,-2,-1,9,1,2,2,1
"15",15,1,1.60521754585206,62,1,2,3,11,2,0,1,1
"16",16,1,1.65779210918117,103,0,NA,NA,NA,NA,NA,NA,NA
"17",17,1,0.831583980447613,117,1,-1,0,6,2,2,2,2
"18",18,1,1.5474702303065,139,1,2,-1,3,3,2,2,1
"19",19,1,1.40678984259721,72,1,-5,0,16,1,0,1,1
"20",20,0,NA,NA,1,1,2,0,3,1,3,1
"21",21,1,1.592893898068,105,0,NA,NA,NA,NA,NA,NA,NA
"22",22,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"23",23,1,1.89836693664547,109,1,0,-1,24,1,3,3,2
"24",24,1,2.68307434467133,103,1,2,-1,0,1,0,2,1
"25",25,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"26",26,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"27",27,1,2.05724150189199,48,0,NA,NA,NA,NA,NA,NA,NA
"28",28,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"29",29,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"30",30,1,2.10622963802889,123,0,NA,NA,NA,NA,NA,NA,NA
