"","day","active_tasks_adherence","at_spatialtask","at_tapcount","daily_survey_adherence","ds_emotion_arousal","ds_emotion_valence","ds_freetime","ds_loneliness","ds_new_exciting","ds_optimism","ds_stress"
"1",1,1,2.04931920191739,48,1,-1,0,2,0,2,4,1
"2",2,1,4.45699477198068,59,0,NA,NA,NA,NA,NA,NA,NA
"3",3,1,2.45577433875296,88,1,-2,2,3,3,3,1,3
"4",4,1,1.71446818432305,63,0,NA,NA,NA,NA,NA,NA,NA
"5",5,1,3.26600469751284,100,0,NA,NA,NA,NA,NA,NA,NA
"6",6,1,2.02666461600456,60,1,0,-1,7,3,1,1,4
"7",7,1,2.01028949546162,60,1,0,1,8,4,1,2,4
"8",8,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"9",9,1,1.66343818577006,72,1,2,0,3,0,0,2,4
"10",10,1,1.69597394766752,47,0,NA,NA,NA,NA,NA,NA,NA
"11",11,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12",12,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"13",13,1,2.72595232203603,114,1,-3,2,2,2,0,4,3
"14",14,1,2.17422357634641,122,0,NA,NA,NA,NA,NA,NA,NA
"15",15,1,2.61901578742545,120,1,2,-1,13,2,0,2,3
"16",16,0,NA,NA,1,-5,0,6,0,1,2,4
"17",17,1,1.80144680356607,90,1,3,1,8,2,3,2,0
"18",18,1,2.00833342371043,87,0,NA,NA,NA,NA,NA,NA,NA
"19",19,0,NA,NA,1,1,1,18,3,0,1,3
"20",20,0,NA,NA,1,-1,-1,5,2,1,3,3
"21",21,1,2.04756631033961,117,1,-5,-3,6,2,0,0,2
"22",22,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"23",23,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"24",24,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"25",25,1,1.3166071058251,90,0,NA,NA,NA,NA,NA,NA,NA
"26",26,0,NA,NA,1,3,0,1,3,0,3,1
"27",27,0,NA,NA,1,3,2,4,4,1,0,1
"28",28,1,1.57166518145241,66,0,NA,NA,NA,NA,NA,NA,NA
"29",29,1,2.26728782597929,80,0,NA,NA,NA,NA,NA,NA,NA
"30",30,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
